study_id,year,location_year_name,cluster_id,mda,pcr_n_pos,pcr_n_tested,pcr_prev,pcr_n_pos_1to5y,pcr_n_tested_1to5y,pcr_prev_1to5y,tf_n_pos,tf_n_tested,tf_prev,tf_n_pos_1to5y,tf_n_tested_1to5y,tf_prev_1to5y,ti_n_pos,ti_n_tested,ti_prev,ti_n_pos_1to5y,ti_n_tested_1to5y,ti_prev_1to5y,pgp3_n_pos,pgp3_n_tested,pgp3_mean,pgp3_log10mean,pgp3_log10geomean,pgp3_prev,pgp3_n_pos_1to5y,pgp3_n_tested_1to5y,pgp3_mean_1to5y,pgp3_log10mean_1to5y,pgp3_log10geomean_1to5y,pgp3_prev_1to5y,pgp3_minobs,pgp3_minobs_lab
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-28,0,27,69,39.130434782608695,12,36,33.33333333333333,24,65,36.92307692307693,15,32,46.875,10,50,20,4,21,19.047619047619047,44,69,15957.536231884058,3.0669607770811873,1166.7042424494816,63.76811594202898,20,36,13620.083333333334,2.726097166647201,532.2273235468585,55.55555555555556,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-29,0,23,61,37.704918032786885,12,27,44.44444444444444,25,54,46.2962962962963,15,24,62.5,17,45,37.77777777777778,9,17,52.94117647058824,38,61,15888.983606557376,3.0651073030115583,1161.7356134144895,62.295081967213115,16,27,15133.777777777777,2.9893900958980977,975.865795120573,59.25925925925925,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-30,0,28,66,42.42424242424242,11,32,34.375,33,64,51.5625,16,30,53.333333333333336,8,39,20.51282051282051,5,19,26.31578947368421,41,67,15719.55223880597,2.996842569731343,992.7561124818264,61.19402985074627,13,33,10527.515151515152,2.2728464037042166,187.43314987450296,39.39393939393939,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-31,0,16,63,25.396825396825395,10,29,34.48275862068966,40,62,64.51612903225806,22,29,75.86206896551724,12,34,35.294117647058826,9,16,56.25,26,64,7979.734375,2.098127758270524,125.35098710836446,40.625,12,29,9957.827586206897,2.1676045702494102,147.09725563307163,41.37931034482759,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-32,0,8,59,13.559322033898304,3,27,11.11111111111111,23,57,40.35087719298245,14,26,53.84615384615385,5,39,12.82051282051282,4,16,25,32,60,11202.833333333334,2.6725125293460477,470.4489779293129,53.333333333333336,12,27,9606.962962962964,2.303836257610042,201.29651569349502,44.44444444444444,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-33,0,16,59,27.11864406779661,11,28,39.285714285714285,22,58,37.93103448275862,14,27,51.85185185185185,5,41,12.195121951219512,4,17,23.52941176470588,24,59,9710.271186440677,2.331836991940276,214.70244588685665,40.67796610169492,14,28,13082.035714285714,2.6596922147166455,456.76436515076074,50,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-34,0,18,64,28.125,8,30,26.666666666666668,37,61,60.65573770491803,18,29,62.06896551724138,7,31,22.58064516129032,3,14,21.428571428571427,39,64,13981.4375,3.0303508705524047,1072.3853454470927,60.9375,12,30,11280.8,2.4015674825548166,252.09688682525126,40,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-35,0,14,62,22.58064516129032,7,33,21.21212121212121,22,60,36.666666666666664,13,31,41.935483870967744,7,45,15.555555555555555,5,23,21.73913043478261,30,62,13563.209677419354,2.624213857309412,420.93385556599856,48.38709677419355,13,33,11345.757575757576,2.3806871236665192,240.2631262219931,39.39393939393939,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-36,0,10,63,15.873015873015872,4,30,13.333333333333334,29,60,48.333333333333336,17,28,60.71428571428571,4,35,11.428571428571429,2,13,15.384615384615385,33,64,10884.640625,2.5780946400800206,378.5250627146591,51.5625,8,31,5554.741935483871,1.666809725722297,46.43118051047101,25.806451612903224,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-37,0,33,68,48.529411764705884,22,35,62.857142857142854,39,64,60.9375,20,31,64.51612903225806,10,35,28.57142857142857,8,19,42.10526315789473,52,69,19953.289855072464,3.5124167040206116,3253.9936718942895,75.36231884057972,24,35,20353.057142857142,3.3364686164084807,2170.044383138664,68.57142857142857,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-38,0,16,64,25,10,34,29.411764705882355,27,63,42.857142857142854,18,34,52.94117647058824,4,41,9.75609756097561,3,19,15.789473684210526,24,64,10574.84375,2.2600810238453377,182.00403814945014,37.5,14,34,12536.823529411764,2.363704097345944,231.04900220844164,41.17647058823529,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-39,0,14,68,20.588235294117645,9,35,25.71428571428571,32,66,48.484848484848484,20,34,58.82352941176471,8,42,19.047619047619047,7,21,33.33333333333333,29,68,10953.95588235294,2.4795039476940546,301.65042927644384,42.64705882352941,12,35,10029.742857142857,2.2581753437680816,181.20715578695092,34.285714285714285,TRUE,Pgp3 obs ≥15
WUHA2016,2019,"Wag Hemra, Ethiopia (WUHA) 2019",WUHA2016-cluster-40,0,14,61,22.950819672131146,9,29,31.03448275862069,31,61,50.81967213114754,18,29,62.06896551724138,13,43,30.23255813953488,8,19,42.10526315789473,33,61,12610.77049180328,2.9148529642525935,821.964316687043,54.09836065573771,14,29,11986.379310344828,2.656352350689267,453.26517270788304,48.275862068965516,TRUE,Pgp3 obs ≥15
